fake_1,fake_2
1.674986627437779e-05,3.394900039421907e-05
7.030094167383713e-06,2.2985193129931546e-05
1.0933622740228811e-05,0.006277989330573446
5.5905353958480196e-05,0.0016403028444945673
1.1404366797588433e-05,0.011846781929781981
1.1883119914143573e-05,0.01013585272500619
1.1707833172206293e-05,0.011082026706244925
1.258700043375258e-05,0.006879876640768039
0.001991238123060746,0.009466539543564363
1.7826400109440176e-05,0.003318317550094437
0.0022860959201835788,0.00871131306945236
1.3192458221169037e-05,0.004102638749470657
0.0018915251279632412,0.007728786081742879
1.3345512349928083e-05,0.005369654420812185
0.0016304782522542473,0.00677750254463847
2.4286022649828025e-05,0.005811375124449912
0.0003636718980015927,0.0056969247909551286
1.2252187404166249e-05,0.0049807289376232735
2.7384962027805655e-05,0.0013137929117124998
9.820048864541747e-06,0.0003311337017608813
8.097797225999648e-06,4.4284208106560005e-05
7.237272622968477e-06,2.7413279910845072e-05
7.099461142752602e-06,2.5831730238343732e-05
6.8772547587103386e-06,2.5215762876828703e-05
6.794187816029176e-06,2.497314850343183e-05
6.755497321207523e-06,2.487321580306778e-05
6.733380326536957e-06,2.4803061014187697e-05
6.720749830420619e-06,2.4777292598674795e-05
6.712289446121952e-06,2.4756749627129862e-05
6.706857440877724e-06,2.4746552180345498e-05
6.703187379105722e-06,2.474110177175983e-05
6.700694974418975e-06,2.473617248374427e-05
6.699245200917457e-06,2.473831676674584e-05
6.698012625041058e-06,2.4735061898922738e-05
6.6972970290632365e-06,2.473591334728591e-05
6.696818038102894e-06,2.4737636177585977e-05
6.696371255155402e-06,2.473659678409916e-05
6.69612886921254e-06,2.4739119805001408e-05
6.695764670913382e-06,2.473784690393673e-05
6.69561106346748e-06,2.4739828870695155e-05
6.695342663360392e-06,2.473930775012505e-05
6.695240671319698e-06,2.4741953220123005e-05
6.694883079792408e-06,2.473923655879034e-05
6.694857478551424e-06,2.474334572263e-05
6.69455810920121e-06,2.4742115536366154e-05
6.694315310335105e-06,2.474079422519387e-05
6.694327698032356e-06,2.4745797552197537e-05
6.693957718807815e-06,2.474237467282451e-05
6.693817324905646e-06,2.474360485908836e-05
6.693702532244461e-06,2.4745182459065612e-05
6.693517129708949e-06,2.4744427830917648e-05
6.693396143199138e-06,2.4746364235221855e-05
6.693076953533323e-06,2.474315492985297e-05
6.693178945574017e-06,2.474865374854624e-05
6.692827960818594e-06,2.4745020142822463e-05
6.692744963247018e-06,2.4746976480700393e-05
6.692541392088872e-06,2.4746387016448965e-05
6.692483582835038e-06,2.4748084217868533e-05
6.6922663852099166e-06,2.474730965614685e-05
6.69209460914138e-06,2.474617629009821e-05
6.692125991307747e-06,2.4750350949965813e-05
6.69180102071655e-06,2.4746623371680213e-05
6.6917238040703564e-06,2.4748556928331032e-05
6.691583410168187e-06,2.474824938176507e-05
6.691507432291719e-06,2.474900685756642e-05
6.6913476309971915e-06,2.474822944819135e-05
6.691277021122865e-06,2.474957354059074e-05
6.691092857357078e-06,2.4748511365876815e-05
6.69100944686226e-06,2.4749644731925454e-05
6.690850058490974e-06,2.4749078048901133e-05
6.690735265829788e-06,2.4748556928331032e-05
6.690715858437429e-06,2.475103723443245e-05
6.690480492189675e-06,2.4748722092227566e-05
0.0033131239980020754,0.005215851248861032
0.006680568134334457,0.02188270343520388
0.010863014557236081,0.022090157672743856
0.01833156655816345,0.05960729578371351
0.017105941666446314,0.040055710390089753
0.01641653548727332,0.03456408600833887
0.020189858460844885,0.055600190930245784
0.019128248953450357,0.050603933214726574
0.029306694545603428,0.09357786266444904
0.04075539255778779,0.13925412824673378
0.04921524025444425,0.17260571642944897
0.05155368823490028,0.1868350472991308
0.05081973402009224,0.17362282787140632
0.04856864341996766,0.1567366270954755
0.045818491015111186,0.1510269065448782
0.03907656129784497,0.12873269760317488
0.03581926251365863,0.11110249767085033
0.03436066994949976,0.09991394521764761
0.03639624743991291,0.10723355275855283
0.03453201557363566,0.10004305390391297
0.03188361379802875,0.10279230259733525
0.029954164108216535,0.09848746277904598
0.02874623056593342,0.09526177515637252
0.02874605804990643,0.09694926266070367
0.029213603544375098,0.09864379521395561
0.029698796413604234,0.10001711319397945
0.029468771661622845,0.09960887360419828
0.02572879840393464,0.10882541888696894
0.0010004214975732556,0.07620565265688375
4.154155142257439e-05,0.01155792253104184
1.3892693454400543e-05,0.022504802250088978
2.1485070155051234e-05,0.02382732356115576
2.062951136692444e-05,0.025809061413809963
5.23099520119585e-05,0.03276771225742188
0.002360689228685095,0.03996167240058367
0.00446871478234753,0.0498415982687575
0.0042782181878826256,0.04224283066436579
1.346528486540817e-05,0.0012296182822952285
1.1536845787061326e-05,5.3236151099497053e-05
6.81488641936459e-06,2.4408794859584098e-05
1.7288157967303485e-05,3.693665011864699e-05
6.0526698384494335e-05,0.008155378957081776
8.93620400851377e-06,5.83220543561236e-05
0.002961521113002949,0.0076822474975070925
1.1706649734195653e-05,6.478836328815192e-05
0.0019454418832304484,0.0012092684499937216
1.145078432503154e-05,3.8043060280310184e-05
8.27397670798543e-06,2.5743945627335195e-05
6.969820587642979e-06,2.3882165504001057e-05
6.891486984081131e-06,2.40575197281873e-05
6.715490427091412e-06,2.4471488796586208e-05
6.644050164126076e-06,2.426669980314932e-05
6.624608912061561e-06,2.4562451388776356e-05
6.614282527633766e-06,2.4415802934573297e-05
6.6175384273943696e-06,2.453745183967836e-05
6.62016998721356e-06,2.4506631687054185e-05
6.6274209193373635e-06,2.453967300932142e-05
6.637970695238904e-06,2.4616613756226397e-05
6.648290059971589e-06,2.4620067959786695e-05
6.661711304095734e-06,2.469351748363732e-05
6.674141532439859e-06,2.47280139567861e-05
6.6861365396872596e-06,2.4756937572253506e-05
6.697239219809402e-06,2.4792493372462824e-05
6.705495620026683e-06,2.479689014929473e-05
6.712366249844903e-06,2.4810299749101365e-05
6.71634806866437e-06,2.4805165430041828e-05
6.718776470248657e-06,2.4800626270540496e-05
6.719532945627405e-06,2.479154510388444e-05
6.719308315383934e-06,2.4781974140845553e-05
6.718334229456824e-06,2.4772334834125344e-05
6.716861332253771e-06,2.476161341911749e-05
6.715240608530199e-06,2.475280847484012e-05
6.713601303260751e-06,2.474541881429686e-05
6.711815823163751e-06,2.473591334728591e-05
6.710285942553347e-06,2.4729970294664026e-05
6.708840298284245e-06,2.472473630773589e-05
6.7073822663178925e-06,2.47182977634244e-05
6.706089816571452e-06,2.4713704498508686e-05
6.704882016089554e-06,2.4709509905067365e-05
6.703762581181375e-06,2.4705454846642082e-05
6.702663379512037e-06,2.4700958401941577e-05
6.701762793921945e-06,2.469876855648579e-05
6.7008485818648785e-06,2.4695775672774434e-05
6.699954190123411e-06,2.4692529347911496e-05
6.6991167817892955e-06,2.468988957322032e-05
6.6983000196172635e-06,2.468612497544067e-05
6.697661640285635e-06,2.4685370347292708e-05
6.696946044307813e-06,2.4682383158888127e-05
6.696224254481366e-06,2.467915676759891e-05
6.695655659177581e-06,2.467904001380998e-05
6.694953276743492e-06,2.467583925140126e-05
6.694347105424714e-06,2.46737917886149e-05
6.693779335967412e-06,2.4672239817518146e-05
6.693236754827852e-06,2.4670568244979072e-05
6.692680960144558e-06,2.4668332837069068e-05
6.692196188258832e-06,2.4667487084012673e-05
0.003980185334763138,0.01068023219898743
0.009666788426117616,0.03139052474928633
0.014513565316269796,0.03935742240376321
0.016501147833175384,0.02912771977106194
0.01702028069371355,0.02753830016418744
0.017978651198292357,0.034046374056560816
0.017568759883508856,0.031261870958563864
0.015266990163456852,0.014475930909886246
0.01668231503151428,0.0056112108795846015
0.011268340116972055,0.0008363499682202031
0.011160746775808543,0.002791938890525109
0.012975757451719755,0.01132050059161486
0.012910082968113357,0.019118049529261504
0.012056622503944998,0.022456421484704305
0.010436541407858782,0.023407736368777216
0.008453548324671092,0.02503813594047307
0.0034646924355443485,0.02649574081580137
0.00015404776082072373,0.02659042907265404
2.732027677615087e-05,0.022011123946160758
3.986453139592531e-05,0.02287777868730426
6.0815255752548296e-05,0.025202548603263295
0.001075613749585128,0.034648626595388414
0.0038136803073844238,0.036411189360280316
0.004484041647411686,0.03695312158372067
0.004396499911718059,0.027542971591493364
0.006084495662761089,0.02472792342418957
0.006203101276980519,0.015098417552381636
0.008513070582315135,0.018400763822024786
0.00976736357851665,0.018240171115396085
0.006145924476203363,0.01574725314440033
1.902872688084626e-05,6.62378530347597e-05
6.7831371642354845e-06,2.6782729716327327e-05
6.610191284155256e-06,2.3433388144407326e-05
6.501989290830129e-06,2.5479165119961925e-05
6.577690095803062e-06,2.346970426807138e-05
6.5445369016522625e-06,2.3944826692989197e-05
6.5470586238891685e-06,2.417618429254117e-05
6.566440415006883e-06,2.433090299644735e-05
6.538685779317736e-06,2.7377701329408646e-05
6.550355815973939e-06,2.6025094446385797e-05
6.588882793191889e-06,2.9143286297451192e-05
6.654213443873409e-06,2.592431599296535e-05
6.899686813814302e-06,2.8081236880274684e-05
6.974148849062211e-06,2.6505829596132426e-05
7.037035407076261e-06,2.695233025684202e-05
6.971409516276943e-06,2.6786437361039208e-05
6.960183785028782e-06,2.6842302625215595e-05
6.994887505952068e-06,2.7039852883738816e-05
7.024023369884616e-06,2.702761082182148e-05
7.049554413917346e-06,2.7010453710155523e-05
7.058400055600496e-06,2.695600657736663e-05
7.048600561229078e-06,2.6851953322549358e-05
7.0339360052242526e-06,2.677665282399618e-05
7.012906650372257e-06,2.668524884553081e-05
6.997636748895136e-06,2.663529530978903e-05
6.9800833818915564e-06,2.6569266770668943e-05
6.9681589845184815e-06,2.653306455314043e-05
6.956202379132557e-06,2.649132649742459e-05
6.946041164001432e-06,2.6450559491514244e-05
6.939983580046068e-06,2.6431246706233162e-05
6.93333551585511e-06,2.6405703255337955e-05
6.924548096349036e-06,2.636708338008257e-05
6.919017815373291e-06,2.6350894470568716e-05
6.913628754146198e-06,2.633092672500827e-05
6.908357376042982e-06,2.6310796663204678e-05
6.90292413202903e-06,2.6290182500325034e-05
6.898970391989997e-06,2.6279079499763113e-05
6.89392570874646e-06,2.6255836952805846e-05
6.891618706595225e-06,2.6252858307361432e-05
6.887650514242734e-06,2.6238469114789137e-05
6.8829753973004955e-06,2.621895699377086e-05
6.880042816438124e-06,2.6209884370074967e-05
6.8791376886923735e-06,2.621305950360319e-05
6.87500597873618e-06,2.619194700138055e-05
6.872206772080868e-06,2.6184605750944893e-05
6.870143394642221e-06,2.6180562083133167e-05
6.867745962301059e-06,2.6169128754778177e-05
6.866214017074447e-06,2.6165338528118028e-05
6.864316221855712e-06,2.6158751905830336e-05
6.86183496609649e-06,2.6148101682157192e-05
6.8601349611105165e-06,2.6144211787628446e-05
6.858276806522981e-06,2.6136338026009132e-05
6.857256473192804e-06,2.6136113061391438e-05
6.854791734363249e-06,2.612415291715957e-05
6.853798241043781e-06,2.6125995348901954e-05
6.8514074154744855e-06,2.6113166670386577e-05
6.851289319427367e-06,2.611902144575342e-05
6.849231722914103e-06,2.6106696801887813e-05
6.848748189798102e-06,2.6108963533985093e-05
6.8471092974518965e-06,2.610224022433475e-05
6.8456673694919695e-06,2.609547135223019e-05
6.845242471476286e-06,2.6097387822960677e-05
6.844459569010072e-06,2.6096117769549388e-05
6.8419213298434986e-06,2.607917707954096e-05
0.0032125828836916995,0.015192044386300877
0.010005716457134092,0.033747563088820494
0.0037105470129185692,0.07374077199771475
0.010167966934847292,0.06020394377617282
0.016160339039198047,0.07489888939398252
0.02019811386013623,0.09510494700196102
0.01799721358452929,0.10271497035504241
0.019785357426237885,0.12015706514838409
0.023993635587180213,0.1355927440058693
0.02703124874166912,0.14905629905303966
0.0305878222406692,0.1596330636569963
0.03426601277335978,0.16608391402287065
0.03501629512272193,0.16239335814731926
0.036038168438567435,0.15737759824339678
0.03747854195720974,0.15051035515993394
0.040295924872582684,0.1444376862860446
0.04377404417131065,0.14252348584152555
0.04634115368886817,0.14315611723782698
0.04779170903576982,0.14459471856025097
0.048592711097065755,0.14531059584090295
0.048991551238120594,0.14426882672772282
0.049245065231109594,0.14312836860971015
0.049225022927974496,0.1424000925095171
0.04917245966241901,0.14222414124632143
0.04908016697064888,0.14307334957699594
0.04761204205033226,0.13824307041469347
0.04542542508695958,0.13204635502545203
0.04600852249283666,0.14652206431956097
0.04490160892368883,0.1584784921131655
0.037319813681714165,0.10708487189995453
0.03355331862187731,0.08892209426278974
0.030500877545735633,0.08570605859041754
0.019508758420971165,0.0519373078668874
0.01161298231854903,0.034251246178695426
0.007019705045050272,0.03696594322283687
0.0027759843543138825,0.031767472774510766
2.0823920584183662e-05,0.03144373586381723
2.2491393825485232e-05,0.03698322050547582
1.9624788186975174e-05,0.030399211133406077
2.026467221089651e-05,0.03283769035510451
1.4688411406343878e-05,0.022931797533023518
1.737094742556624e-05,0.00961920948615424
8.48080417881477e-06,4.8544938297829e-05
6.68523141194151e-06,2.63727416673656e-05
6.704894403786804e-06,2.904809778763245e-05
6.699846004234093e-06,2.316463231290365e-05
6.609277072098189e-06,2.7404027884985703e-05
6.608672139549136e-06,2.363774856600924e-05
6.687838609289442e-06,2.7149370785408694e-05
6.597325834714406e-06,2.3509147115156057e-05
6.6748484570296054e-06,2.515066267271328e-05
6.626308504124293e-06,2.3367406591568148e-05
6.638800258031428e-06,2.4032574284503683e-05
6.65889186420158e-06,2.3598270123257207e-05
6.747218623135192e-06,2.4126968299027025e-05
6.850669108718372e-06,2.4855810945557022e-05
6.837851558373555e-06,2.617516862761527e-05
6.769644897313772e-06,2.6775963691876157e-05
6.75366187739828e-06,2.688041561816782e-05
6.833790045368446e-06,2.70927366548174e-05
7.0271987496130924e-06,2.769659864177774e-05
7.195777966412614e-06,2.7763444457420342e-05
7.416808345062588e-06,2.8113116359959394e-05
7.571369643653746e-06,2.817132239522116e-05
7.632571474841764e-06,2.8017956326674537e-05
7.599028068227583e-06,2.7774350969898454e-05
7.488847759651593e-06,2.743802032348471e-05
7.381157378222901e-06,2.716988243276635e-05
7.284171618911377e-06,2.6950174583226898e-05
7.20283482461283e-06,2.675929637659303e-05
7.1463460993052835e-06,2.6639156727783892e-05
7.095555714732845e-06,2.6508053613428876e-05
7.0628637558429965e-06,2.6432026963261624e-05
7.033266243726257e-06,2.635164909871668e-05
7.00848837168634e-06,2.627875486727682e-05
6.988108132170257e-06,2.6219959367763624e-05
6.971163414024905e-06,2.6171822634883736e-05
6.953636474108792e-06,2.6115832073958254e-05
6.9382170944181855e-06,2.6066251580810374e-05
6.926952548385307e-06,2.6037977230315554e-05
6.9137014286367325e-06,2.5989757915487398e-05
6.903747500972929e-06,2.5961520584486632e-05
6.89357059475862e-06,2.59268133849871e-05
6.885469866603451e-06,2.590279342865476e-05
6.87706522694241e-06,2.5875268011001127e-05
6.8692783204509135e-06,2.584910377166722e-05
6.862653379961489e-06,2.5828922452102632e-05
6.856622636016833e-06,2.5809250862494595e-05
6.8510147254716534e-06,2.5791341970334063e-05
6.845418789700481e-06,2.5771920974224215e-05
6.840342724290577e-06,2.5754034863290793e-05
6.8364174759552205e-06,2.574370072914378e-05
6.831705608844473e-06,2.5724510392958406e-05
6.827797290362025e-06,2.5712029128156434e-05
6.824133422438648e-06,2.5700459112438792e-05
6.820366736628093e-06,2.568600442383856e-05
6.817219848603292e-06,2.5677114049959538e-05
6.81385328541392e-06,2.5664533117288966e-05
6.811059859683993e-06,2.5656727699350976e-05
6.807799417767732e-06,2.564232142085835e-05
6.805736040329084e-06,2.5637722460635857e-05
6.803322091058256e-06,2.5629022879533867e-05
6.800480766232294e-06,2.5615952150480467e-05
6.7987374043059445e-06,2.5614901366380094e-05
6.795872129931965e-06,2.559978602219372e-05
6.7944207047374805e-06,2.5599054175272866e-05
6.7921471493688206e-06,2.558838971333278e-05
6.790521470566348e-06,2.5583876182711944e-05
6.788636888891346e-06,2.557692506079052e-05
6.786948032832898e-06,2.5570586184347628e-05
0.003665701302570291,0.00954238316935303
0.009386136139883533,0.03270234435110671
0.014689240754416317,0.042818433905971884
0.016880987532591426,0.0313211560949913
0.018429734942852674,0.037735515673533344
0.019451290287981773,0.04300040961911391
0.018446225445432184,0.03993437866800972
0.020540965785099827,0.04861708070321183
0.020577288865448295,0.04939939314510655
0.021953080501988447,0.055241861546312436
0.02157070887617635,0.06017558862066545
0.021363897677826118,0.06256896903168134
0.017879916216847837,0.06070488874479915
0.00953628597137057,0.05248844880907439
0.012494910464170417,0.05740777085790227
0.012023854606819314,0.05931830881010156
0.01243060342377792,0.058285001920418175
0.009179822193611083,0.061976187651336674
0.003806271843392229,0.06101841091775694
2.2834562769790088e-05,0.0400064329556061
4.4527657047225034e-05,0.03181079282698069
0.0020779451856238105,0.04193828976238318
0.0046108684114171015,0.07204912044956784
0.004043034868427646,0.04092673329484392
0.008655304126897207,0.040445030990881634
0.001510206040190788,0.010601823953775819
1.1960165610114639e-05,5.251136635904573e-05
6.936278006875282e-06,2.4868400421187757e-05
6.654727533309294e-06,2.3424943428283606e-05
1.4038295144493848e-05,0.00569558634830006
7.88996635169304e-06,4.3834133640847785e-05
7.341819832681544e-06,0.0011075916416634838
6.993827944913931e-06,3.2054510700237465e-05
6.672054205453195e-06,2.565022081135816e-05
6.574547337010677e-06,2.433051002027973e-05
6.612340549628171e-06,2.4109833968588177e-05
6.597571524043202e-06,2.4660948871832582e-05
