fake_1,fake_2
1.398030915951199e-06,5.159434223364081e-06
1.3997341417384577e-06,5.148975931529327e-06
1.4014183730565995e-06,5.14624674052175e-06
1.4007717352601372e-06,5.141778202824452e-06
1.3971020038267282e-06,5.12518891324417e-06
1.3944227926654477e-06,5.118678608067289e-06
1.3899065685866062e-06,5.103827526115373e-06
1.3860591149899804e-06,5.0928748816523685e-06
1.382559673101438e-06,5.084285789501852e-06
1.3787391421001694e-06,5.072093276753478e-06
1.3758249776143764e-06,5.064896687109958e-06
1.3729979399325766e-06,5.056746133581278e-06
1.3705570680663906e-06,5.049903792019293e-06
1.3682616277659225e-06,5.043090496521871e-06
1.3663202278528658e-06,5.037673120715511e-06
1.3645454837601491e-06,5.032488113425656e-06
1.3628966812561432e-06,5.027241027291932e-06
1.3614976973133501e-06,5.02334999370183e-06
1.360168910321642e-06,5.019203240837438e-06
1.358898428091658e-06,5.0147688749808025e-06
1.3579101376050343e-06,5.012564791258072e-06
1.3567774891531214e-06,5.0081406769536356e-06
1.3558901996914113e-06,5.005801044929611e-06
1.3549791258509809e-06,5.002666348079505e-06
1.3541704569744856e-06,5.000000374977154e-06
1.3534205057829566e-06,4.997698331977858e-06
1.3527082131910682e-06,4.995343892156212e-06
1.3520002975855414e-06,4.992715508078589e-06
1.3514229483090323e-06,4.991282568893476e-06
1.3507838257155687e-06,4.988665575429407e-06
1.350249503040842e-06,4.987058359856915e-06
1.3497306236953537e-06,4.9854084294835945e-06
1.349200430253044e-06,4.983217444966451e-06
1.3487708249124058e-06,4.982253229529092e-06
1.3482834103179332e-06,4.980134575408017e-06
1.3478837832046408e-06,4.979037659322751e-06
0.0007787008975741681,0.0020720034167510054
0.001945643532478658,0.006247266531245197
0.00290499027481017,0.007854941446175882
0.0032655646697459886,0.0056527501326439555
0.003354848479045452,0.00517881721127462
0.0035410534836390483,0.006394487058510909
0.004182858770032792,0.0089673669179571
0.004342538589810547,0.009285869030710811
0.004449299287443814,0.00846366341610268
0.004704901400892783,0.009781382079995394
0.004689687516912967,0.01120338904629419
0.004589506106975524,0.012200334618915183
0.004146697719443003,0.012058430537507249
0.0026470980956696463,0.009356076325763133
0.0021888615321904543,0.011089280248956215
0.0017886177533827257,0.01080970261468931
0.0013349636045870002,0.011304028269967044
0.0008587058816222002,0.008144050308465349
0.0005494294232939426,0.007470143556839365
0.0004958330488935173,0.005482187632033385
3.174532740323078e-06,1.3588705814162825e-05
1.3963640274092077e-06,5.201938297841436e-06
2.0201159661248082e-06,0.00027245766244639633
2.053043621601004e-06,0.0013596665939414106
1.6128925517091508e-06,9.489714931464116e-06
9.858425455115079e-06,0.00035174415130050725
1.557663242288712e-06,6.986941414340439e-06
0.00023731989662252514,2.221053458803332e-05
2.115410722177027e-06,5.993271558921598e-06
4.5156083277036386e-06,6.776818766106813e-06
1.4343660140176926e-06,4.8897306928127e-06
1.5347722642939514e-06,5.30999877050706e-06
1.3617703092375036e-06,4.886458739069267e-06
1.4491726156176544e-06,5.120587105368289e-06
1.3801136809870553e-06,4.968594175285618e-06
1.4176287485089576e-06,5.072054548667393e-06
1.392810740329951e-06,5.02804178742479e-06
1.40889360508528e-06,5.069468309859921e-06
1.4023045063332329e-06,5.061083109692024e-06
1.4114512516442116e-06,5.080012031296331e-06
1.4104744404237065e-06,5.082473542885386e-06
1.413707299067424e-06,5.0903547084035104e-06
1.4142061103433667e-06,5.096586513078992e-06
1.4148144288630014e-06,5.0982051192650385e-06
1.4164289587379486e-06,5.104596962060957e-06
1.4183034650858538e-06,5.109354251811852e-06
1.4177126545116659e-06,5.109759188123703e-06
1.4178533787524286e-06,5.1117764657841445e-06
1.4182440041390527e-06,5.113785200484421e-06
1.4191786971889068e-06,5.116272340953973e-06
1.4182874436640767e-06,5.114882686100365e-06
1.4194183578383747e-06,5.119313065242256e-06
1.4190746405320049e-06,5.119718571084785e-06
1.4183170089681806e-06,5.1193324292852985e-06
1.4184076869120524e-06,5.120860480093589e-06
1.4170610616363037e-06,5.117057723758532e-06
1.4179884872371045e-06,5.119317621487678e-06
1.4186268665687332e-06,5.120831434029026e-06
1.4176274271545844e-06,5.119376283147482e-06
1.4171611542300856e-06,5.120240830716242e-06
1.416441181265902e-06,5.11909835217676e-06
1.4171342316347285e-06,5.121095126732805e-06
1.416711233065957e-06,5.1199668864602655e-06
1.4165140209257335e-06,5.1202698767808055e-06
1.416888294551987e-06,5.122135089750299e-06
1.4153677460068452e-06,5.11854192070464e-06
1.4164938702715396e-06,5.122267220867528e-06
1.415501367967851e-06,5.11923503953941e-06
1.41562689663332e-06,5.11991847635266e-06
1.4161359484056564e-06,5.121578658278179e-06
1.4149535014107974e-06,5.118629628429007e-06
1.415294906347014e-06,5.120138315194256e-06
1.4155433209692052e-06,5.120992611210817e-06
1.4160292490400077e-06,5.1226721571793785e-06
1.4139823059463791e-06,5.117965555658799e-06
1.415356844833265e-06,5.1222227974746665e-06
1.4145447074015396e-06,5.118864275068222e-06
1.4155216837913414e-06,5.1217398354599704e-06
1.415482373498734e-06,5.121988720366129e-06
1.41384339856788e-06,5.118414915363511e-06
1.414898169696413e-06,5.121422606872487e-06
1.4142655712901678e-06,5.118941731240391e-06
1.4158617673731845e-06,5.12298482952144e-06
1.414292493885525e-06,5.119601247765177e-06
1.415250310636913e-06,5.123097596595626e-06
1.4134768878985696e-06,5.118405233341989e-06
1.4149858745929447e-06,5.121973912568509e-06
1.4150075117708085e-06,5.121461334958571e-06
1.4143612043129395e-06,5.11963997585126e-06
1.4142507060534675e-06,5.120113255844436e-06
1.4155066533853444e-06,5.123425076735308e-06
1.4145149769281392e-06,5.120899777710351e-06
1.4140835547252377e-06,5.120558059303726e-06
1.415356844833265e-06,5.12414781116532e-06
1.4140781041384477e-06,5.119801153033052e-06
1.4147969209175544e-06,5.1223110747297115e-06
0.000737236078521409,0.003788356084477041
0.0015633549511462194,0.007301186021016048
0.0017506933183837675,0.010858376437779505
0.002471843123055564,0.01237123420878703
0.00480245549321925,0.02572643080484118
0.005476429268111584,0.020269585520142585
0.0072316398002686185,0.023818496254825863
0.00824559361567532,0.024622798230624438
0.009806551777979958,0.03022155226232628
0.010548607480721938,0.03285428237843205
0.010674000924069815,0.03163601612740475
0.010335085408921963,0.02839339006095186
0.010628232760377242,0.029978875987779107
0.01004356038465379,0.028954775484044702
0.008023710943634214,0.021522066914388856
0.007473357079679,0.019207785839890128
0.007837660188664745,0.021221586246726327
0.007982598006536498,0.021129608700749803
0.007528476288567633,0.02087388742171088
0.007008684146193006,0.021521425395033485
0.006662936996376523,0.021072434163001537
0.006407019956611626,0.020353060018663383
0.006204683012161274,0.020048762894035812
0.0061154387800680015,0.020503072904723196
0.006141751195117228,0.020985619098237502
0.006091687720619432,0.020871902210905714
0.005063118076793132,0.023540704377164545
4.034421540663648e-05,0.0159087585581119
3.995736314742559e-06,0.0013957921526407066
2.5739761866160005e-06,0.004118430914801927
5.21296366907841e-06,0.00385220913031442
3.499407202990196e-06,0.003784366125686344
8.523020063621472e-05,0.006413526769778888
0.0005939958521818679,0.007534156690915879
0.0008875078551608532,0.009140370108115147
2.4920687323974595e-06,6.975866890312406e-05
1.1859718397852805e-05,2.6352353038634325e-05
1.4881459628598543e-06,5.338139281292617e-06
9.64035375407635e-06,1.4521840823378749e-05
0.0005780593036390095,0.0014890194949613753
2.2683702089290813e-06,1.2455444559168407e-05
0.000560121061783038,0.0013142884307395784
2.362165392936836e-06,1.1156630987716444e-05
6.078088071852538e-06,6.789593339207806e-06
1.47976477723894e-06,4.826852227871015e-06
1.46222032937738e-06,4.8967900255628915e-06
1.3572951297288845e-06,4.7793305881230516e-06
1.341371488175545e-06,4.872351464182438e-06
1.3296287770288072e-06,4.938915362139571e-06
1.3232881754835998e-06,4.855265543851194e-06
1.3243988564190556e-06,4.960285861759213e-06
1.3231581046624723e-06,4.889903260608046e-06
1.324688233026821e-06,4.916853452277193e-06
1.3265172352334938e-06,4.936753993217669e-06
1.3279005280931031e-06,4.915222316416237e-06
1.331150977266916e-06,4.951977548232807e-06
1.3330845316383807e-06,4.943655565970136e-06
1.3356585299576823e-06,4.951972991987385e-06
1.3381700116981946e-06,4.965108078007367e-06
1.3395769237672277e-06,4.957146608663685e-06
1.3413472082889345e-06,4.966012492723567e-06
1.3421148325952071e-06,4.962642010172891e-06
1.3426050550677231e-06,4.959860422342964e-06
1.3429789157707351e-06,4.961387903620577e-06
1.3427868238787082e-06,4.955785430343963e-06
1.3427280236090938e-06,4.955482440023422e-06
1.342463009472587e-06,4.9533899843135224e-06
1.3421058308685387e-06,4.950183526598026e-06
1.3418807051171777e-06,4.95025471793274e-06
1.3415046146286607e-06,4.947460600427904e-06
1.341229525165057e-06,4.9464462662909055e-06
1.340989038669106e-06,4.945998615178227e-06
1.3406821541158936e-06,4.943796809578207e-06
1.3405185539275421e-06,4.944225096647844e-06
1.3402579993620455e-06,4.9425523850474155e-06
1.3400675591629853e-06,4.9418171209424945e-06
1.3399270000915193e-06,4.941930457547358e-06
1.3397288795201639e-06,4.940582378433223e-06
1.3395948446359165e-06,4.940535107386973e-06
1.3394376860501352e-06,4.939885842414386e-06
1.3393061287053377e-06,4.9394945748388005e-06
1.3391810129631103e-06,4.939179054843351e-06
1.3390481342639394e-06,4.938561683588715e-06
1.3389472984083227e-06,4.938533776585507e-06
1.338826064144567e-06,4.937945451395434e-06
1.33872522828895e-06,4.937705109449442e-06
1.3386178682461147e-06,4.937271696603706e-06
1.3385375959679332e-06,4.937285934870648e-06
1.3384213167830777e-06,4.936565478563348e-06
1.3383461647530929e-06,4.936650338634327e-06
1.3382516879153978e-06,4.93631146788109e-06
1.3381572110777028e-06,4.935845591786724e-06
1.3380870967112664e-06,4.935883180811453e-06
1.338000217661218e-06,4.935426986738609e-06
1.3379340673579019e-06,4.9354497679657175e-06
1.337843306829382e-06,4.934913839597994e-06
0.0007953640853140238,0.0021381103825235366
0.0019333309621526766,0.006295057390422636
0.002903093951580206,0.00789193903379892
0.003302870753181555,0.005847903236544702
0.0034195271054294073,0.005633219367469411
0.0036127954573945474,0.006947690193825709
0.0035270664930511474,0.0063802896519771475
0.0048320490954484,0.010188333965470506
0.003790776521501722,0.006812842825326851
0.0031676178497580896,0.006366247959686917
0.0026816187218028334,0.006222490470541377
0.002290873979880982,0.006285045022883545
0.0019175027858101034,0.006344884198754255
0.001524748908707308,0.006320499464857212
0.0012297967351697122,0.006395482579910561
0.001034532609559052,0.006544431127039874
0.0007318079124723136,0.006583238382444472
0.0003745880663112266,0.006612171488571091
2.318726924996184e-05,0.0068721028841794846
0.0002079213897238934,0.0064950691286411915
0.0008486405016810667,0.008229755544744593
0.0008079596157509336,0.007844999062566468
0.001100228742235503,0.008219087077864782
0.0012030933683593317,0.007321977663323603
0.0011898825307595064,0.005201814513765821
0.0021577151165850746,0.007343120974877783
0.001776492921086111,0.006175884089373718
0.0009101741778064098,0.003489791810088828
3.3687510218753513e-06,1.2982465467092374e-05
1.3595866885508809e-06,5.067157723900459e-06
1.3208121225572232e-06,4.677137135733837e-06
1.3083657902066723e-06,5.201511149833155e-06
1.325179694269062e-06,4.589838049628046e-06
1.3281741310330365e-06,5.477044396401556e-06
1.3172715535138099e-06,4.844452434404229e-06
1.382380381829903e-06,8.70785296555424e-06
1.3233499488005542e-06,5.145289359452523e-06
1.4223408633736498e-06,6.777206616498333e-06
1.4212155649554385e-06,5.533655176235064e-06
1.711089332303858e-06,6.027094846809327e-06
1.5365177734211575e-06,5.660084152318129e-06
1.4843477297136362e-06,5.499651916653179e-06
1.4735762140313168e-06,5.536425942982114e-06
1.454752199628456e-06,5.469455400121096e-06
1.4474254547974816e-06,5.436609426876315e-06
1.4441636915268468e-06,5.422718573647014e-06
1.4323568946930014e-06,5.3681324753727585e-06
1.4259273494815371e-06,5.343450724392923e-06
1.4169436262663715e-06,5.309244711889774e-06
1.4093651634272722e-06,5.280783555332668e-06
1.4027124744960071e-06,5.258457383235832e-06
1.3963745982441946e-06,5.235432966528127e-06
1.3916213562246318e-06,5.2198056142624945e-06
1.3874661922283103e-06,5.20562999569434e-06
1.3837665651522041e-06,5.191814320514497e-06
1.3811433463824948e-06,5.1837116075627444e-06
1.3784893235389564e-06,5.173306851611695e-06
1.3764375905357245e-06,5.165838595834909e-06
1.3748517175337496e-06,5.161200907526332e-06
1.3729507840983772e-06,5.152978593132259e-06
1.3716579214286947e-06,5.149191783656179e-06
1.370363819989287e-06,5.144313183870931e-06
1.369343651828406e-06,5.140934727890767e-06
1.3681975420788146e-06,5.135986075832161e-06
1.367561144778746e-06,5.135212083641155e-06
1.3665221473180447e-06,5.1305481969214035e-06
1.3657171947507245e-06,5.12753993588175e-06
1.3651988934977748e-06,5.126806380368861e-06
1.364523516243692e-06,5.123933098099824e-06
1.36388480657347e-06,5.12160314809732e-06
1.363393097577284e-06,5.1205722975706685e-06
1.3628069117434032e-06,5.118082878978407e-06
1.3623626889200097e-06,5.116735938925627e-06
1.3620210362298482e-06,5.116345810411397e-06
1.3613951271801182e-06,5.112712774218297e-06
1.3612588625103656e-06,5.11428752654216e-06
1.3606203180094403e-06,5.110250693098565e-06
1.3604762903827442e-06,5.111381781024493e-06
1.35998350778613e-06,5.108745423517382e-06
1.3597369926108503e-06,5.108346182512309e-06
1.3594129304507843e-06,5.107289133574483e-06
1.3591523758852877e-06,5.106646702970028e-06
1.3587597684671037e-06,5.104674987763802e-06
1.3586443977133798e-06,5.105623825872864e-06
1.3582260238849153e-06,5.1031025135626505e-06
1.3580317847920316e-06,5.102883813782411e-06
1.3578466300104648e-06,5.10263549840693e-06
1.3575993715733501e-06,5.101478212069827e-06
1.3573650789260241e-06,5.1008602712845134e-06
1.3571514324407817e-06,5.100295866382905e-06
1.3569082206514355e-06,5.099148262067323e-06
1.3568111011049936e-06,5.099639197511508e-06
1.3565109884929447e-06,5.097689694001713e-06
1.3563829822880257e-06,5.0975923042558244e-06
0.0006942814059856011,0.0030991765065979298
0.0020060699770641367,0.006641045108357485
0.001020709847463507,0.013642902863753015
0.0020059737401824165,0.010520902264889834
0.0031254214443575596,0.013671310507207645
0.003912671948702424,0.01758845101907588
0.004207702769252323,0.021803908528780804
0.0048965108928651045,0.025997802823353486
0.00530505522957124,0.027716734107288404
0.005708530301217754,0.029786616136171083
0.006282990404677095,0.031097781388248983
0.006876782451160416,0.03096385080922889
0.007272693202423689,0.03132122841171863
0.007615708510212846,0.03175599424364495
0.007619163566486633,0.0311689317167537
0.007745448004373882,0.030427398327482223
0.00810871872333147,0.02976489079160176
0.0086860534173738,0.02966384566113678
0.009234037384691638,0.02990939594239601
0.009576537850533594,0.029971772618916915
0.009652560589625376,0.0294572927582911
0.009261555382329447,0.028438088796836413
0.009471703581868333,0.028643836884490806
0.009673903866563976,0.0301501989804255
0.009451611891792177,0.030656059153712792
0.00891299520647294,0.027257732840515022
0.009451435993097996,0.029321069039175265
0.009143511798264599,0.02492750126204413
0.007275232908954293,0.016739243854800207
0.007512131240677542,0.019771052664292448
0.0065042236046166085,0.01814781740579755
0.0040675700301322,0.011166522678539296
0.0021775390685526827,0.00765824636302459
0.0012087101181045927,0.008612173980472098
0.0006039164962503614,0.00705765885852389
4.687571037545441e-06,0.006127837205653545
4.845224470539552e-06,0.007752893795918284
4.333001778045843e-06,0.006574456565668865
2.672203853869185e-06,0.0034878267196634455
2.8275034592164563e-06,0.0006774588734566407
1.6143742854695755e-06,9.313649078696079e-06
1.361804168943321e-06,4.926535473798231e-06
1.3206332442089298e-06,5.211659616979236e-06
1.3460636175553398e-06,4.839627940033363e-06
1.3275321179768811e-06,4.831374301452017e-06
1.3216021273031946e-06,4.7527802069896555e-06
1.3364420931010838e-06,4.81154096513151e-06
1.3436016040191802e-06,4.703152727560866e-06
3.23439075411339e-06,5.88896941919817e-06
1.9980609099404932e-06,5.391212136556202e-06
1.4282147790711168e-06,5.030098932232671e-06
1.360418068205668e-06,5.0272695038258175e-06
1.3419420655108907e-06,4.960238590712963e-06
1.3401389948837951e-06,4.989864437505983e-06
1.3419037462340632e-06,5.028094753777816e-06
1.341592732448434e-06,4.995306303131483e-06
1.348274491175913e-06,5.06422521044094e-06
1.3535250579477485e-06,5.074909036424067e-06
1.3622250203112355e-06,5.104907925810986e-06
1.375343509114584e-06,5.157639062667945e-06
1.3850509216031082e-06,5.164573098669041e-06
1.3992257506433083e-06,5.2005344047208855e-06
1.4076138733746826e-06,5.207243476104287e-06
1.4127882971007534e-06,5.205768961179701e-06
1.4155147466808813e-06,5.205907357134384e-06
1.412751959855486e-06,5.189052666258291e-06
1.4094472525677172e-06,5.177017913507641e-06
1.4045113333060376e-06,5.162013058272743e-06
1.399004258616474e-06,5.145485847536332e-06
1.3940904720405482e-06,5.1327989821597065e-06
1.3891446426210686e-06,5.118712210377274e-06
1.3851421776395182e-06,5.108691887633678e-06
1.3812379883894865e-06,5.09765552216105e-06
1.3779243619596976e-06,5.0884479196945434e-06
1.3751638875044555e-06,5.081426745499758e-06
1.37247303190776e-06,5.072944725116651e-06
1.3703793459031738e-06,5.067698208513604e-06
1.3683151426180435e-06,5.0613342727208944e-06
1.366479120716262e-06,5.0555170863787835e-06
1.3650061409285612e-06,5.051945559498876e-06
1.3634465298447568e-06,5.046500846219987e-06
1.3621028776163482e-06,5.04224816064954e-06
1.3609512346953182e-06,5.0390473982408205e-06
1.3598161087039552e-06,5.035171172448339e-06
1.3587597684671037e-06,5.031691909538221e-06
1.3578374631144996e-06,5.029039035641456e-06
1.3569134234842807e-06,5.025822326373761e-06
1.3560621409292446e-06,5.02288525666882e-06
1.3553459668588845e-06,5.021008083555094e-06
1.3545761127671066e-06,5.0180408287242356e-06
1.3538838882447636e-06,5.015619753813298e-06
1.353284984375039e-06,5.013903188350686e-06
1.3526850894895344e-06,5.011809593579431e-06
1.3520802395251297e-06,5.0094636967179516e-06
1.3515787855404402e-06,5.008155484751256e-06
1.351036452154825e-06,5.005929758862773e-06
1.3505764556635998e-06,5.004483720472071e-06
1.3501167895109678e-06,5.002852015080438e-06
1.3496908178948564e-06,5.001368957195686e-06
1.3492571659064499e-06,4.999661504223917e-06
1.3488994917945115e-06,4.998746837955518e-06
1.3484903674466604e-06,4.9969260483788855e-06
1.3481703519343629e-06,4.996202174887518e-06
1.3477937659379558e-06,4.99454427108471e-06
1.34748655104615e-06,4.993591446260904e-06
1.3471821440323876e-06,4.992529841077656e-06
1.3468674139375833e-06,4.991111709690163e-06
1.3466235414710504e-06,4.990664058577484e-06
1.3463126102700694e-06,4.989060829719736e-06
1.3460817035933251e-06,4.988575020051652e-06
0.0007724919273696029,0.002061408724597063
0.0019395692769951652,0.006279139545617654
0.0029136038985575472,0.007969403662358725
0.0032769047232531785,0.005733550078652272
0.003412304772699661,0.0055859901293276275
0.004260601595393635,0.009276344217881802
0.004267968706279361,0.009483582963238313
0.004244072192141373,0.009608468702547097
0.004383919772416889,0.009650489386722687
0.004505410632620974,0.010732236236531264
0.004315790825493221,0.012184340958186385
0.004039558501350526,0.012725733138969403
0.0034833414603448365,0.012866137231484597
0.0029887552625796903,0.012519378523924474
0.0021952977330638975,0.011002458185799213
0.00119030629439246,0.00755650955805464
0.00014216739229672409,0.006939089168868434
4.009574859094739e-06,0.006938949784208495
7.478290964054944e-06,0.007026853099079003
1.0222111068775067e-05,0.0065739258542021495
2.6791302943927503e-05,0.005843738026330106
0.0010201133141035281,0.01072730353588788
0.0009279730960572543,0.00783654267106386
1.4061555936543851e-05,0.001708688115227748
1.723146525791455e-06,8.649424813328166e-06
1.3689336190494233e-06,5.103613382580555e-06
1.353818150864689e-06,4.886239469758349e-06
